12:24:23: Warning:QMetaObject::connectSlotsByName: No matching signal for on_pushButton_clicked()
12:24:23: Debug:mac: "708BCD81C560"
12:24:25: Debug:taskList lists: 0x27006a0
12:24:25: Debug:taskList lists: 0x27006b0
12:47:18: Debug:upload phone info "[]"
12:47:18: Debug:upload phone info "[]"
12:47:22: Debug:upload phone info "[]"
12:47:22: Debug:upload phone info "[]"
12:47:26: Debug:upload phone info "[]"
12:47:26: Debug:upload phone info "[]"
12:47:30: Debug:upload phone info "[]"
12:47:30: Debug:upload phone info "[]"
12:47:34: Debug:upload phone info "[]"
12:47:34: Debug:upload phone info "[]"
12:47:38: Debug:upload phone info "[]"
12:47:38: Debug:upload phone info "[]"
12:47:42: Debug:upload phone info "[]"
12:47:42: Debug:upload phone info "[]"
12:47:46: Debug:upload phone info "[]"
12:47:46: Debug:upload phone info "[]"
12:47:50: Debug:upload phone info "[]"
12:47:50: Debug:upload phone info "[]"
12:47:54: Debug:upload phone info "[]"
12:47:54: Debug:upload phone info "[]"
12:47:58: Debug:upload phone info "[]"
12:47:58: Debug:upload phone info "[]"
12:48:02: Debug:upload phone info "[]"
12:48:02: Debug:upload phone info "[]"
12:48:06: Debug:upload phone info "[]"
12:48:06: Debug:upload phone info "[]"
12:48:10: Debug:upload phone info "[]"
12:48:10: Debug:upload phone info "[]"
12:48:14: Debug:upload phone info "[]"
12:48:14: Debug:upload phone info "[]"
12:48:18: Debug:upload phone info "[]"
12:48:18: Debug:upload phone info "[]"
12:48:22: Debug:upload phone info "[]"
12:48:22: Debug:upload phone info "[]"
12:48:26: Debug:upload phone info "[]"
12:48:26: Debug:upload phone info "[]"
12:48:30: Debug:upload phone info "[]"
12:48:30: Debug:upload phone info "[]"
12:48:34: Debug:upload phone info "[]"
12:48:34: Debug:upload phone info "[]"
12:48:38: Debug:upload phone info "[]"
12:48:38: Debug:upload phone info "[]"
12:48:42: Debug:upload phone info "[]"
12:48:42: Debug:upload phone info "[]"
12:48:46: Debug:upload phone info "[]"
12:48:46: Debug:upload phone info "[]"
12:48:50: Debug:upload phone info "[]"
12:48:50: Debug:upload phone info "[]"
12:48:54: Debug:upload phone info "[]"
12:48:54: Debug:upload phone info "[]"
12:48:58: Debug:upload phone info "[]"
12:48:58: Debug:upload phone info "[]"
12:49:02: Debug:upload phone info "[]"
12:49:02: Debug:upload phone info "[]"
12:49:07: Debug:upload phone info "[]"
12:49:07: Debug:upload phone info "[]"
12:49:10: Debug:upload phone info "[]"
12:49:10: Debug:upload phone info "[]"
12:49:14: Debug:upload phone info "[]"
12:49:14: Debug:upload phone info "[]"
12:49:18: Debug:upload phone info "[]"
12:49:18: Debug:upload phone info "[]"
12:49:23: Debug:upload phone info "[]"
12:49:23: Debug:upload phone info "[]"
12:49:26: Debug:upload phone info "[]"
12:49:26: Debug:upload phone info "[]"
12:49:30: Debug:upload phone info "[]"
12:49:30: Debug:upload phone info "[]"
12:49:34: Debug:upload phone info "[]"
12:49:34: Debug:upload phone info "[]"
12:49:39: Debug:upload phone info "[]"
12:49:39: Debug:upload phone info "[]"
12:49:42: Debug:upload phone info "[]"
12:49:42: Debug:upload phone info "[]"
12:49:47: Debug:upload phone info "[]"
12:49:47: Debug:upload phone info "[]"
12:49:51: Debug:upload phone info "[]"
12:49:51: Debug:upload phone info "[]"
12:49:55: Debug:upload phone info "[]"
12:49:55: Debug:upload phone info "[]"
12:49:59: Debug:upload phone info "[]"
12:49:59: Debug:upload phone info "[]"
12:50:03: Debug:upload phone info "[]"
12:50:03: Debug:upload phone info "[]"
12:50:07: Debug:upload phone info "[]"
12:50:07: Debug:upload phone info "[]"
12:50:11: Debug:upload phone info "[]"
12:50:11: Debug:upload phone info "[]"
12:50:15: Debug:upload phone info "[]"
12:50:15: Debug:upload phone info "[]"
12:50:19: Debug:upload phone info "[]"
12:50:19: Debug:upload phone info "[]"
12:50:23: Debug:upload phone info "[]"
12:50:23: Debug:upload phone info "[]"
12:50:27: Debug:upload phone info "[]"
12:50:27: Debug:upload phone info "[]"
12:50:31: Debug:upload phone info "[]"
12:50:31: Debug:upload phone info "[]"
12:50:35: Debug:upload phone info "[]"
12:50:35: Debug:upload phone info "[]"
12:50:39: Debug:upload phone info "[]"
12:50:39: Debug:upload phone info "[]"
12:50:43: Debug:upload phone info "[]"
12:50:43: Debug:upload phone info "[]"
12:50:47: Debug:upload phone info "[]"
12:50:47: Debug:upload phone info "[]"
12:50:51: Debug:upload phone info "[]"
12:50:51: Debug:upload phone info "[]"
12:50:55: Debug:upload phone info "[]"
12:50:55: Debug:upload phone info "[]"
12:50:59: Debug:upload phone info "[]"
12:50:59: Debug:upload phone info "[]"
12:51:03: Debug:upload phone info "[]"
12:51:03: Debug:upload phone info "[]"
12:51:07: Debug:upload phone info "[]"
12:51:07: Debug:upload phone info "[]"
12:51:11: Debug:upload phone info "[]"
12:51:11: Debug:upload phone info "[]"
12:51:15: Debug:upload phone info "[]"
12:51:15: Debug:upload phone info "[]"
12:51:19: Debug:upload phone info "[]"
12:51:19: Debug:upload phone info "[]"
12:51:23: Debug:upload phone info "[]"
12:51:23: Debug:upload phone info "[]"
12:51:27: Debug:upload phone info "[]"
12:51:27: Debug:upload phone info "[]"
12:51:31: Debug:upload phone info "[]"
12:51:31: Debug:upload phone info "[]"
12:51:35: Debug:upload phone info "[]"
12:51:35: Debug:upload phone info "[]"
12:51:39: Debug:upload phone info "[]"
12:51:39: Debug:upload phone info "[]"
12:51:43: Debug:upload phone info "[]"
12:51:43: Debug:upload phone info "[]"
12:51:47: Debug:upload phone info "[]"
12:51:47: Debug:upload phone info "[]"
12:51:51: Debug:upload phone info "[]"
12:51:51: Debug:upload phone info "[]"
12:51:55: Debug:upload phone info "[]"
12:51:55: Debug:upload phone info "[]"
12:51:59: Debug:upload phone info "[]"
12:51:59: Debug:upload phone info "[]"
12:52:03: Debug:upload phone info "[]"
12:52:03: Debug:upload phone info "[]"
12:52:07: Debug:upload phone info "[]"
12:52:07: Debug:upload phone info "[]"
12:52:11: Debug:upload phone info "[]"
12:52:11: Debug:upload phone info "[]"
12:52:15: Debug:upload phone info "[]"
12:52:15: Debug:upload phone info "[]"
12:52:19: Debug:upload phone info "[]"
12:52:19: Debug:upload phone info "[]"
12:52:23: Debug:upload phone info "[]"
12:52:23: Debug:upload phone info "[]"
12:52:27: Debug:upload phone info "[]"
12:52:27: Debug:upload phone info "[]"
12:52:31: Debug:upload phone info "[]"
12:52:31: Debug:upload phone info "[]"
12:52:35: Debug:upload phone info "[]"
12:52:35: Debug:upload phone info "[]"
12:52:39: Debug:upload phone info "[]"
12:52:39: Debug:upload phone info "[]"
12:52:43: Debug:upload phone info "[]"
12:52:43: Debug:upload phone info "[]"
12:52:47: Debug:upload phone info "[]"
12:52:47: Debug:upload phone info "[]"
12:52:51: Debug:upload phone info "[]"
12:52:51: Debug:upload phone info "[]"
12:52:55: Debug:upload phone info "[]"
12:52:55: Debug:upload phone info "[]"
12:52:59: Debug:upload phone info "[]"
12:52:59: Debug:upload phone info "[]"
12:53:03: Debug:upload phone info "[]"
12:53:03: Debug:upload phone info "[]"
12:53:07: Debug:upload phone info "[]"
12:53:07: Debug:upload phone info "[]"
12:53:11: Debug:upload phone info "[]"
12:53:11: Debug:upload phone info "[]"
12:53:15: Debug:upload phone info "[]"
12:53:15: Debug:upload phone info "[]"
12:53:19: Debug:upload phone info "[]"
12:53:19: Debug:upload phone info "[]"
12:53:23: Debug:upload phone info "[]"
12:53:23: Debug:upload phone info "[]"
12:53:27: Debug:upload phone info "[]"
12:53:27: Debug:upload phone info "[]"
12:53:31: Debug:upload phone info "[]"
12:53:31: Debug:upload phone info "[]"
12:53:35: Debug:upload phone info "[]"
12:53:35: Debug:upload phone info "[]"
12:53:39: Debug:upload phone info "[]"
12:53:39: Debug:upload phone info "[]"
12:53:43: Debug:upload phone info "[]"
12:53:43: Debug:upload phone info "[]"
12:53:47: Debug:upload phone info "[]"
12:53:47: Debug:upload phone info "[]"
12:53:51: Debug:upload phone info "[]"
12:53:51: Debug:upload phone info "[]"
12:53:55: Debug:upload phone info "[]"
12:53:55: Debug:upload phone info "[]"
12:53:59: Debug:upload phone info "[]"
12:53:59: Debug:upload phone info "[]"
12:54:03: Debug:upload phone info "[]"
12:54:03: Debug:upload phone info "[]"
12:54:07: Debug:upload phone info "[]"
12:54:07: Debug:upload phone info "[]"
12:54:11: Debug:upload phone info "[]"
12:54:11: Debug:upload phone info "[]"
12:54:15: Debug:upload phone info "[]"
12:54:15: Debug:upload phone info "[]"
12:54:19: Debug:upload phone info "[]"
12:54:19: Debug:upload phone info "[]"
12:54:23: Debug:upload phone info "[]"
12:54:23: Debug:upload phone info "[]"
12:54:27: Debug:upload phone info "[]"
12:54:27: Debug:upload phone info "[]"
12:54:31: Debug:upload phone info "[]"
12:54:31: Debug:upload phone info "[]"
12:54:35: Debug:upload phone info "[]"
12:54:35: Debug:upload phone info "[]"
12:54:39: Debug:upload phone info "[]"
12:54:39: Debug:upload phone info "[]"
12:54:43: Debug:upload phone info "[]"
12:54:43: Debug:upload phone info "[]"
12:54:47: Debug:upload phone info "[]"
12:54:47: Debug:upload phone info "[]"
12:54:51: Debug:upload phone info "[]"
12:54:51: Debug:upload phone info "[]"
12:54:55: Debug:upload phone info "[]"
12:54:55: Debug:upload phone info "[]"
12:54:59: Debug:upload phone info "[]"
12:54:59: Debug:upload phone info "[]"
12:55:03: Debug:upload phone info "[]"
12:55:03: Debug:upload phone info "[]"
12:55:07: Debug:upload phone info "[]"
12:55:07: Debug:upload phone info "[]"
12:55:11: Debug:upload phone info "[]"
12:55:11: Debug:upload phone info "[]"
12:55:15: Debug:upload phone info "[]"
12:55:15: Debug:upload phone info "[]"
12:55:19: Debug:upload phone info "[]"
12:55:19: Debug:upload phone info "[]"
12:55:23: Debug:upload phone info "[]"
12:55:23: Debug:upload phone info "[]"
12:55:27: Debug:upload phone info "[]"
12:55:27: Debug:upload phone info "[]"
12:55:31: Debug:upload phone info "[]"
12:55:31: Debug:upload phone info "[]"
12:55:35: Debug:upload phone info "[]"
12:55:35: Debug:upload phone info "[]"
12:55:39: Debug:upload phone info "[]"
12:55:39: Debug:upload phone info "[]"
12:55:43: Debug:upload phone info "[]"
12:55:43: Debug:upload phone info "[]"
12:55:47: Debug:upload phone info "[]"
12:55:47: Debug:upload phone info "[]"
12:55:52: Debug:upload phone info "[]"
12:55:52: Debug:upload phone info "[]"
12:55:55: Debug:upload phone info "[]"
12:55:55: Debug:upload phone info "[]"
12:55:59: Debug:upload phone info "[]"
12:55:59: Debug:upload phone info "[]"
12:56:03: Debug:upload phone info "[]"
12:56:03: Debug:upload phone info "[]"
12:56:07: Debug:upload phone info "[]"
12:56:07: Debug:upload phone info "[]"
12:56:11: Debug:upload phone info "[]"
12:56:11: Debug:upload phone info "[]"
12:56:15: Debug:upload phone info "[]"
12:56:15: Debug:upload phone info "[]"
12:56:19: Debug:upload phone info "[]"
12:56:19: Debug:upload phone info "[]"
12:56:23: Debug:upload phone info "[]"
12:56:23: Debug:upload phone info "[]"
12:56:27: Debug:upload phone info "[]"
12:56:27: Debug:upload phone info "[]"
12:56:31: Debug:upload phone info "[]"
12:56:31: Debug:upload phone info "[]"
12:56:35: Debug:upload phone info "[]"
12:56:35: Debug:upload phone info "[]"
12:56:39: Debug:upload phone info "[]"
12:56:39: Debug:upload phone info "[]"
12:56:43: Debug:upload phone info "[]"
12:56:43: Debug:upload phone info "[]"
12:56:47: Debug:upload phone info "[]"
12:56:47: Debug:upload phone info "[]"
12:56:52: Debug:upload phone info "[]"
12:56:52: Debug:upload phone info "[]"
12:56:56: Debug:upload phone info "[]"
12:56:56: Debug:upload phone info "[]"
12:56:59: Debug:upload phone info "[]"
12:56:59: Debug:upload phone info "[]"
12:57:04: Debug:upload phone info "[]"
12:57:04: Debug:upload phone info "[]"
12:57:08: Debug:upload phone info "[]"
12:57:08: Debug:upload phone info "[]"
12:57:12: Debug:upload phone info "[]"
12:57:12: Debug:upload phone info "[]"
12:57:16: Debug:upload phone info "[]"
12:57:16: Debug:upload phone info "[]"
12:57:20: Debug:upload phone info "[]"
12:57:20: Debug:upload phone info "[]"
12:57:24: Debug:upload phone info "[]"
12:57:24: Debug:upload phone info "[]"
12:57:28: Debug:upload phone info "[]"
12:57:28: Debug:upload phone info "[]"
12:57:32: Debug:upload phone info "[]"
12:57:32: Debug:upload phone info "[]"
12:57:36: Debug:upload phone info "[]"
12:57:36: Debug:upload phone info "[]"
12:57:40: Debug:upload phone info "[]"
12:57:40: Debug:upload phone info "[]"
12:57:44: Debug:upload phone info "[]"
12:57:44: Debug:upload phone info "[]"
12:57:48: Debug:upload phone info "[]"
12:57:48: Debug:upload phone info "[]"
12:57:52: Debug:upload phone info "[]"
12:57:52: Debug:upload phone info "[]"
12:57:56: Debug:upload phone info "[]"
12:57:56: Debug:upload phone info "[]"
12:58:00: Debug:upload phone info "[]"
12:58:00: Debug:upload phone info "[]"
12:58:04: Debug:upload phone info "[]"
12:58:04: Debug:upload phone info "[]"
12:58:08: Debug:upload phone info "[]"
12:58:08: Debug:upload phone info "[]"
12:58:12: Debug:upload phone info "[]"
12:58:12: Debug:upload phone info "[]"
12:58:16: Debug:upload phone info "[]"
12:58:16: Debug:upload phone info "[]"
12:58:20: Debug:upload phone info "[]"
12:58:20: Debug:upload phone info "[]"
12:58:24: Debug:upload phone info "[]"
12:58:24: Debug:upload phone info "[]"
12:58:28: Debug:upload phone info "[]"
12:58:28: Debug:upload phone info "[]"
12:58:32: Debug:upload phone info "[]"
12:58:32: Debug:upload phone info "[]"
12:58:36: Debug:upload phone info "[]"
12:58:36: Debug:upload phone info "[]"
12:58:40: Debug:upload phone info "[]"
12:58:40: Debug:upload phone info "[]"
12:58:44: Debug:upload phone info "[]"
12:58:44: Debug:upload phone info "[]"
12:58:48: Debug:upload phone info "[]"
12:58:48: Debug:upload phone info "[]"
12:58:52: Debug:upload phone info "[]"
12:58:52: Debug:upload phone info "[]"
12:58:56: Debug:upload phone info "[]"
12:58:56: Debug:upload phone info "[]"
12:59:00: Debug:upload phone info "[]"
12:59:00: Debug:upload phone info "[]"
12:59:04: Debug:upload phone info "[]"
12:59:04: Debug:upload phone info "[]"
12:59:08: Debug:upload phone info "[]"
12:59:08: Debug:upload phone info "[]"
12:59:12: Debug:upload phone info "[]"
12:59:12: Debug:upload phone info "[]"
12:59:16: Debug:upload phone info "[]"
12:59:16: Debug:upload phone info "[]"
12:59:20: Debug:upload phone info "[]"
12:59:20: Debug:upload phone info "[]"
12:59:24: Debug:upload phone info "[]"
12:59:24: Debug:upload phone info "[]"
12:59:28: Debug:upload phone info "[]"
12:59:28: Debug:upload phone info "[]"
12:59:32: Debug:upload phone info "[]"
12:59:32: Debug:upload phone info "[]"
12:59:36: Debug:upload phone info "[]"
12:59:36: Debug:upload phone info "[]"
12:59:40: Debug:upload phone info "[]"
12:59:40: Debug:upload phone info "[]"
12:59:44: Debug:upload phone info "[]"
12:59:44: Debug:upload phone info "[]"
12:59:48: Debug:upload phone info "[]"
12:59:48: Debug:upload phone info "[]"
12:59:52: Debug:upload phone info "[]"
12:59:52: Debug:upload phone info "[]"
12:59:56: Debug:upload phone info "[]"
12:59:56: Debug:upload phone info "[]"
13:00:00: Debug:upload phone info "[]"
13:00:00: Debug:upload phone info "[]"
13:00:04: Debug:upload phone info "[]"
13:00:04: Debug:upload phone info "[]"
13:00:08: Debug:upload phone info "[]"
13:00:08: Debug:upload phone info "[]"
13:00:12: Debug:upload phone info "[]"
13:00:12: Debug:upload phone info "[]"
13:00:16: Debug:upload phone info "[]"
13:00:16: Debug:upload phone info "[]"
13:00:20: Debug:upload phone info "[]"
13:00:20: Debug:upload phone info "[]"
13:00:24: Debug:upload phone info "[]"
13:00:24: Debug:upload phone info "[]"
13:00:28: Debug:upload phone info "[]"
13:00:28: Debug:upload phone info "[]"
13:00:32: Debug:upload phone info "[]"
13:00:32: Debug:upload phone info "[]"
13:00:36: Debug:upload phone info "[]"
13:00:36: Debug:upload phone info "[]"
13:00:40: Debug:upload phone info "[]"
13:00:40: Debug:upload phone info "[]"
13:00:44: Debug:upload phone info "[]"
13:00:44: Debug:upload phone info "[]"
13:00:48: Debug:upload phone info "[]"
13:00:48: Debug:upload phone info "[]"
13:00:52: Debug:upload phone info "[]"
13:00:52: Debug:upload phone info "[]"
13:00:56: Debug:upload phone info "[]"
13:00:56: Debug:upload phone info "[]"
13:01:00: Debug:upload phone info "[]"
13:01:00: Debug:upload phone info "[]"
13:01:04: Debug:upload phone info "[]"
13:01:04: Debug:upload phone info "[]"
13:01:08: Debug:upload phone info "[]"
13:01:08: Debug:upload phone info "[]"
13:01:12: Debug:upload phone info "[]"
13:01:12: Debug:upload phone info "[]"
13:01:16: Debug:upload phone info "[]"
13:01:16: Debug:upload phone info "[]"
13:01:20: Debug:upload phone info "[]"
13:01:20: Debug:upload phone info "[]"
13:01:24: Debug:upload phone info "[]"
13:01:24: Debug:upload phone info "[]"
13:01:28: Debug:upload phone info "[]"
13:01:28: Debug:upload phone info "[]"
13:01:32: Debug:upload phone info "[]"
13:01:32: Debug:upload phone info "[]"
13:01:36: Debug:upload phone info "[]"
13:01:36: Debug:upload phone info "[]"
13:01:40: Debug:upload phone info "[]"
13:01:40: Debug:upload phone info "[]"
13:01:44: Debug:upload phone info "[]"
13:01:44: Debug:upload phone info "[]"
13:01:48: Debug:upload phone info "[]"
13:01:48: Debug:upload phone info "[]"
13:01:52: Debug:upload phone info "[]"
13:01:52: Debug:upload phone info "[]"
13:01:56: Debug:upload phone info "[]"
13:01:56: Debug:upload phone info "[]"
13:02:00: Debug:upload phone info "[]"
13:02:00: Debug:upload phone info "[]"
13:02:04: Debug:upload phone info "[]"
13:02:04: Debug:upload phone info "[]"
13:02:08: Debug:upload phone info "[]"
13:02:08: Debug:upload phone info "[]"
13:02:12: Debug:upload phone info "[]"
13:02:12: Debug:upload phone info "[]"
13:02:16: Debug:upload phone info "[]"
13:02:16: Debug:upload phone info "[]"
13:02:20: Debug:upload phone info "[]"
13:02:20: Debug:upload phone info "[]"
13:02:24: Debug:upload phone info "[]"
13:02:24: Debug:upload phone info "[]"
13:02:28: Debug:upload phone info "[]"
13:02:28: Debug:upload phone info "[]"
13:02:32: Debug:upload phone info "[]"
13:02:32: Debug:upload phone info "[]"
13:02:36: Debug:upload phone info "[]"
13:02:36: Debug:upload phone info "[]"
13:02:40: Debug:upload phone info "[]"
13:02:40: Debug:upload phone info "[]"
13:02:44: Debug:upload phone info "[]"
13:02:44: Debug:upload phone info "[]"
13:02:48: Debug:upload phone info "[]"
13:02:48: Debug:upload phone info "[]"
13:02:52: Debug:upload phone info "[]"
13:02:52: Debug:upload phone info "[]"
13:02:56: Debug:upload phone info "[]"
13:02:56: Debug:upload phone info "[]"
13:03:00: Debug:upload phone info "[]"
13:03:00: Debug:upload phone info "[]"
13:03:04: Debug:upload phone info "[]"
13:03:04: Debug:upload phone info "[]"
13:03:08: Debug:upload phone info "[]"
13:03:08: Debug:upload phone info "[]"
13:03:12: Debug:upload phone info "[]"
13:03:12: Debug:upload phone info "[]"
13:03:16: Debug:upload phone info "[]"
13:03:16: Debug:upload phone info "[]"
13:03:20: Debug:upload phone info "[]"
13:03:20: Debug:upload phone info "[]"
13:03:24: Debug:upload phone info "[]"
13:03:24: Debug:upload phone info "[]"
13:03:28: Debug:upload phone info "[]"
13:03:28: Debug:upload phone info "[]"
13:03:32: Debug:upload phone info "[]"
13:03:32: Debug:upload phone info "[]"
13:03:36: Debug:upload phone info "[]"
13:03:36: Debug:upload phone info "[]"
13:03:40: Debug:upload phone info "[]"
13:03:40: Debug:upload phone info "[]"
13:03:44: Debug:upload phone info "[]"
13:03:44: Debug:upload phone info "[]"
13:03:48: Debug:upload phone info "[]"
13:03:48: Debug:upload phone info "[]"
13:03:52: Debug:upload phone info "[]"
13:03:52: Debug:upload phone info "[]"
13:03:56: Debug:upload phone info "[]"
13:03:56: Debug:upload phone info "[]"
13:04:00: Debug:upload phone info "[]"
13:04:00: Debug:upload phone info "[]"
13:04:04: Debug:upload phone info "[]"
13:04:04: Debug:upload phone info "[]"
13:04:08: Debug:upload phone info "[]"
13:04:08: Debug:upload phone info "[]"
13:04:13: Debug:upload phone info "[]"
13:04:13: Debug:upload phone info "[]"
13:04:17: Debug:upload phone info "[]"
13:04:17: Debug:upload phone info "[]"
13:04:21: Debug:upload phone info "[]"
13:04:21: Debug:upload phone info "[]"
13:04:25: Debug:upload phone info "[]"
13:04:25: Debug:upload phone info "[]"
13:04:29: Debug:upload phone info "[]"
13:04:29: Debug:upload phone info "[]"
13:04:33: Debug:upload phone info "[]"
13:04:33: Debug:upload phone info "[]"
13:04:37: Debug:upload phone info "[]"
13:04:37: Debug:upload phone info "[]"
13:04:41: Debug:upload phone info "[]"
13:04:41: Debug:upload phone info "[]"
13:04:45: Debug:upload phone info "[]"
13:04:45: Debug:upload phone info "[]"
13:04:49: Debug:upload phone info "[]"
13:04:49: Debug:upload phone info "[]"
13:04:53: Debug:upload phone info "[]"
13:04:53: Debug:upload phone info "[]"
13:04:57: Debug:upload phone info "[]"
13:04:57: Debug:upload phone info "[]"
13:05:01: Debug:upload phone info "[]"
13:05:01: Debug:upload phone info "[]"
13:05:05: Debug:upload phone info "[]"
13:05:05: Debug:upload phone info "[]"
13:05:09: Debug:upload phone info "[]"
13:05:09: Debug:upload phone info "[]"
13:05:13: Debug:upload phone info "[]"
13:05:13: Debug:upload phone info "[]"
13:05:17: Debug:upload phone info "[]"
13:05:17: Debug:upload phone info "[]"
13:05:21: Debug:upload phone info "[]"
13:05:21: Debug:upload phone info "[]"
13:05:25: Debug:upload phone info "[]"
13:05:25: Debug:upload phone info "[]"
13:05:29: Debug:upload phone info "[]"
13:05:29: Debug:upload phone info "[]"
13:05:33: Debug:upload phone info "[]"
13:05:33: Debug:upload phone info "[]"
13:05:37: Debug:upload phone info "[]"
13:05:37: Debug:upload phone info "[]"
13:05:41: Debug:upload phone info "[]"
13:05:41: Debug:upload phone info "[]"
13:05:45: Debug:upload phone info "[]"
13:05:45: Debug:upload phone info "[]"
13:05:49: Debug:upload phone info "[]"
13:05:49: Debug:upload phone info "[]"
13:05:53: Debug:upload phone info "[]"
13:05:53: Debug:upload phone info "[]"
13:05:57: Debug:upload phone info "[]"
13:05:57: Debug:upload phone info "[]"
13:06:01: Debug:upload phone info "[]"
13:06:01: Debug:upload phone info "[]"
13:06:05: Debug:upload phone info "[]"
13:06:05: Debug:upload phone info "[]"
13:06:09: Debug:upload phone info "[]"
13:06:09: Debug:upload phone info "[]"
13:06:13: Debug:upload phone info "[]"
13:06:13: Debug:upload phone info "[]"
13:06:17: Debug:upload phone info "[]"
13:06:17: Debug:upload phone info "[]"
13:06:21: Debug:upload phone info "[]"
13:06:21: Debug:upload phone info "[]"
13:06:25: Debug:upload phone info "[]"
13:06:25: Debug:upload phone info "[]"
13:06:29: Debug:upload phone info "[]"
13:06:29: Debug:upload phone info "[]"
13:06:33: Debug:upload phone info "[]"
13:06:33: Debug:upload phone info "[]"
13:06:37: Debug:upload phone info "[]"
13:06:37: Debug:upload phone info "[]"
13:06:41: Debug:upload phone info "[]"
13:06:41: Debug:upload phone info "[]"
13:06:45: Debug:upload phone info "[]"
13:06:45: Debug:upload phone info "[]"
13:06:49: Debug:upload phone info "[]"
13:06:49: Debug:upload phone info "[]"
13:06:53: Debug:upload phone info "[]"
13:06:53: Debug:upload phone info "[]"
13:06:57: Debug:upload phone info "[]"
13:06:57: Debug:upload phone info "[]"
13:07:01: Debug:upload phone info "[]"
13:07:01: Debug:upload phone info "[]"
13:07:05: Debug:upload phone info "[]"
13:07:05: Debug:upload phone info "[]"
13:07:09: Debug:upload phone info "[]"
13:07:09: Debug:upload phone info "[]"
13:07:13: Debug:upload phone info "[]"
13:07:13: Debug:upload phone info "[]"
13:07:17: Debug:upload phone info "[]"
13:07:17: Debug:upload phone info "[]"
13:07:21: Debug:upload phone info "[]"
13:07:21: Debug:upload phone info "[]"
13:07:25: Debug:upload phone info "[]"
13:07:25: Debug:upload phone info "[]"
13:07:29: Debug:upload phone info "[]"
13:07:29: Debug:upload phone info "[]"
13:07:33: Debug:upload phone info "[]"
13:07:33: Debug:upload phone info "[]"
13:07:37: Debug:upload phone info "[]"
13:07:37: Debug:upload phone info "[]"
13:07:41: Debug:upload phone info "[]"
13:07:41: Debug:upload phone info "[]"
13:07:45: Debug:upload phone info "[]"
13:07:45: Debug:upload phone info "[]"
13:07:49: Debug:upload phone info "[]"
13:07:49: Debug:upload phone info "[]"
13:07:53: Debug:upload phone info "[]"
13:07:53: Debug:upload phone info "[]"
13:07:57: Debug:upload phone info "[]"
13:07:57: Debug:upload phone info "[]"
13:08:01: Debug:upload phone info "[]"
13:08:01: Debug:upload phone info "[]"
13:08:05: Debug:upload phone info "[]"
13:08:05: Debug:upload phone info "[]"
13:08:09: Debug:upload phone info "[]"
13:08:09: Debug:upload phone info "[]"
13:08:13: Debug:upload phone info "[]"
13:08:13: Debug:upload phone info "[]"
13:08:17: Debug:upload phone info "[]"
13:08:17: Debug:upload phone info "[]"
13:08:21: Debug:upload phone info "[]"
13:08:21: Debug:upload phone info "[]"
13:08:25: Debug:upload phone info "[]"
13:08:25: Debug:upload phone info "[]"
13:08:29: Debug:upload phone info "[]"
13:08:29: Debug:upload phone info "[]"
13:08:33: Debug:upload phone info "[]"
13:08:33: Debug:upload phone info "[]"
13:08:37: Debug:upload phone info "[]"
13:08:37: Debug:upload phone info "[]"
13:08:41: Debug:upload phone info "[]"
13:08:41: Debug:upload phone info "[]"
13:08:45: Debug:upload phone info "[]"
13:08:45: Debug:upload phone info "[]"
13:08:49: Debug:upload phone info "[]"
13:08:49: Debug:upload phone info "[]"
13:08:53: Debug:upload phone info "[]"
13:08:53: Debug:upload phone info "[]"
13:08:57: Debug:upload phone info "[]"
13:08:57: Debug:upload phone info "[]"
13:09:01: Debug:upload phone info "[]"
13:09:01: Debug:upload phone info "[]"
13:09:05: Debug:upload phone info "[]"
13:09:05: Debug:upload phone info "[]"
13:09:09: Debug:upload phone info "[]"
13:09:09: Debug:upload phone info "[]"
13:09:13: Debug:upload phone info "[]"
13:09:13: Debug:upload phone info "[]"
13:09:17: Debug:upload phone info "[]"
13:09:17: Debug:upload phone info "[]"
13:09:21: Debug:upload phone info "[]"
13:09:21: Debug:upload phone info "[]"
13:09:25: Debug:upload phone info "[]"
13:09:25: Debug:upload phone info "[]"
13:09:29: Debug:upload phone info "[]"
13:09:29: Debug:upload phone info "[]"
13:09:33: Debug:upload phone info "[]"
13:09:33: Debug:upload phone info "[]"
13:09:37: Debug:upload phone info "[]"
13:09:37: Debug:upload phone info "[]"
13:09:41: Debug:upload phone info "[]"
13:09:41: Debug:upload phone info "[]"
13:09:45: Debug:upload phone info "[]"
13:09:45: Debug:upload phone info "[]"
13:09:49: Debug:upload phone info "[]"
13:09:49: Debug:upload phone info "[]"
13:09:53: Debug:upload phone info "[]"
13:09:53: Debug:upload phone info "[]"
13:09:57: Debug:upload phone info "[]"
13:09:57: Debug:upload phone info "[]"
13:10:01: Debug:upload phone info "[]"
13:10:01: Debug:upload phone info "[]"
13:10:05: Debug:upload phone info "[]"
13:10:05: Debug:upload phone info "[]"
13:10:09: Debug:upload phone info "[]"
13:10:09: Debug:upload phone info "[]"
13:10:13: Debug:upload phone info "[]"
13:10:13: Debug:upload phone info "[]"
13:10:17: Debug:upload phone info "[]"
13:10:17: Debug:upload phone info "[]"
13:10:21: Debug:upload phone info "[]"
13:10:21: Debug:upload phone info "[]"
13:10:25: Debug:upload phone info "[]"
13:10:25: Debug:upload phone info "[]"
